id,name,age,salary,date,category
8418,Unknown,37,43602.37,2021-09-22,C
3484,Frank,18,60790.83,2021-08-31,C
7989,Unknown,10,55081.97,2023-10-04,B
1055,Bob O'Connor,45,46648.18,2023-05-07,C
4578,O'Connor,51,109816.02,2023-06-12,C
7527,Charlie Johnson,25,49739.71,2025-11-02,A
1628,Bob,31,85114.37,2020-10-28,B
2751,Charlie None,28,85664.49,2023-05-24,A
3337,O'Connor,27,52245.44,2022-03-09,A
2900,Bob,35,31922.14,2020-01-11,A
6668,Alice Van Der Waal,37,58793.045,2025-11-02,C
2368,Unknown,32,113481.96,2025-11-02,C
4590,Bob None,66,76594.1,2022-09-22,A
2648,Grace Smith,17,64178.77,2020-10-26,B
7516,Lee,35,45093.18,2023-10-15,A
1737,Grace,22,134590.725,2022-04-28,A
9144,Bob Smith,33,38791.1,2025-11-02,B
3193,Alice,36,64206.17,2021-03-02,A
9588,Alice O'Connor,45,76949.41,2020-03-18,A
6538,Frank O'Connor,31,31167.99,2023-04-21,B
3347,Eve Van Der Waal,30,40976.75,2020-08-12,C
3449,Eve,31,47630.44,2022-03-01,C
3571,Eve,22,92129.93,2023-11-24,A
2311,Alice Johnson,42,48102.07,2020-02-12,B
4791,Alice Van Der Waal,38,29199.45,2022-07-12,A
9673,Bob Lee,40,27829.69,2022-01-21,A
5762,O'Connor,35,40802.57,2023-04-08,B
4996,Grace,32,28422.77,2022-04-19,C
6303,Bob Van Der Waal,49,87932.24,2023-11-04,C
6865,Alice Van Der Waal,47,89672.57,2023-08-23,C
7593,Charlie,51,60085.72,2021-12-30,B
5355,Diana Johnson,39,52493.39,2022-08-15,C
2211,Alice Johnson,51,86751.09,2021-08-11,A
8756,Charlie Lee,30,84973.09,2025-11-02,A
6982,Unknown,32,36558.18,2020-07-19,C
5900,Bob,49,39173.01,2021-03-29,A
3763,Bob Van Der Waal,45,85243.92,2022-11-10,B
9118,Eve,31,68547.19,2022-04-07,B
5399,Diana,22,81155.12,2025-11-02,A
1919,Alice Johnson,32,38293.6,2021-04-04,B
4553,Unknown,26,41116.71,2023-05-31,B
5851,Grace O'Connor,55,75504.26,2020-05-18,A
5442,Diana Johnson,44,42574.91,2020-10-13,A
1467,Diana,25,28001.97,2021-09-03,C
5243,Grace Johnson,22,42898.59,2025-11-02,C
487,Grace None,25,54037.35,2023-11-07,C
5763,Alice Smith,28,134590.725,2020-09-07,B
8610,Alice,32,39370.69,2020-10-15,C
9781,Grace,48,58055.63,2022-03-06,C
4658,None Van Der Waal,23,134590.725,2023-10-06,B
9831,Charlie None,62,34658.43,2023-01-14,B
9120,Lee,23,83303.41,2025-11-02,A
7638,Unknown,18,41961.67,2020-01-10,A
964,Bob Johnson,55,73192.38,2023-06-15,A
8855,Unknown,50,134590.725,2021-07-20,A
8055,None O'Connor,32,88945.14,2021-12-24,A
4219,Bob Van Der Waal,39,64597.4,2021-11-29,B
1920,Charlie Johnson,39,37213.93,2021-08-04,A
6864,Bob,36,54846.28,2020-04-08,A
4946,Frank Johnson,19,45130.84,2021-04-13,A
191,Bob Johnson,5,28990.48,2020-08-03,B
5295,Bob Van Der Waal,24,20651.44,2025-11-02,A
3118,Charlie Johnson,56,39528.09,2020-07-15,B
8864,Diana,57,58937.13,2022-04-20,C
9351,Frank Johnson,31,104784.29,2021-07-22,A
7732,Van Der Waal,23,41394.59,2021-09-25,B
1627,Charlie,38,65894.31,2023-04-26,A
6340,Alice Van Der Waal,40,25575.84,2025-11-02,B
5799,Bob Lee,42,40126.77,2021-08-16,B
7311,Unknown,4,17611.99,2022-06-06,A
3908,Alice,72,-30.04,2022-10-24,B
6633,Unknown,48,66104.76,2023-01-12,A
9001,Unknown,32,65069.14,2021-04-14,A
9951,Unknown,35,78245.75,2021-08-25,B
373,Bob None,46,134590.725,2023-08-20,C
3223,Alice O'Connor,35,48163.8,2020-01-26,C
899,Frank,36,36666.28,2023-07-06,A
2677,Bob Van Der Waal,40,58793.045,2021-02-16,B
49,Eve Smith,33,32356.07,2020-02-27,C
9736,Charlie O'Connor,39,114584.01,2022-09-15,C
6806,Bob O'Connor,43,57704.49,2023-01-18,C
9514,Bob,39,-30.04,2021-04-08,A
4203,Unknown,38,29191.81,2023-08-23,A
7326,Unknown,51,134590.725,2021-02-27,C
2483,Bob,15,49458.28,2025-11-02,C
6484,Alice,25,42164.06,2020-11-02,C
6170,Unknown,35,78761.96,2022-06-16,B
3696,None O'Connor,26,43369.77,2025-11-02,A
291,Eve,30,74030.31,2023-01-13,B
17,Frank O'Connor,50,31872.83,2022-10-11,C
9930,Frank Van Der Waal,33,64395.83,2022-03-04,B
8224,Charlie,13,-30.04,2022-11-23,C
3403,Diana Lee,29,40471.03,2022-06-17,C
1137,Frank Smith,35,37396.69,2022-04-16,B
1402,Unknown,35,93239.98,2023-09-21,B
6297,Alice Lee,41,58793.045,2021-12-07,C
349,Grace Van Der Waal,40,54614.64,2023-11-23,C
897,Unknown,33,74126.84,2020-06-20,B
8109,Unknown,20,105881.8,2025-11-02,B
2482,Bob O'Connor,29,37736.13,2020-09-29,A
6892,None Van Der Waal,35,58793.045,2021-05-12,B
7843,Frank Johnson,31,37993.6,2023-04-23,A
4498,Grace,43,53946.22,2021-07-17,A
4192,Alice,39,101981.17,2024-01-26,B
7671,Bob,44,18526.79,2021-12-25,B
7395,Alice O'Connor,30,37743.2,2022-04-06,B
1219,Alice,53,53334.42,2023-09-24,C
9530,Charlie Smith,43,72425.35,2021-12-30,B
7156,Charlie,36,110180.61,2020-08-23,B
6271,Lee,42,25625.92,2023-08-18,A
8711,None O'Connor,26,121508.54,2020-04-01,B
6992,Charlie,9,77683.3,2025-11-02,B
5481,O'Connor,27,-30.04,2021-08-16,B
2906,Unknown,43,28723.83,2021-08-27,B
8232,Frank O'Connor,35,44971.39,2020-01-09,B
7890,Eve Van Der Waal,33,99967.11,2020-01-28,B
9366,Grace Smith,24,58793.045,2022-08-13,C
9117,Frank O'Connor,11,58793.045,2020-06-08,C
3161,Diana O'Connor,52,36837.06,2023-03-23,C
3847,Frank O'Connor,32,86449.75,2021-10-23,B
7356,Bob Van Der Waal,29,55555.91,2024-01-09,C
5857,Grace Lee,35,53193.36,2025-11-02,C
6336,Unknown,-6,57089.91,2020-01-27,B
2325,Grace Johnson,45,58793.045,2023-02-17,A
8343,O'Connor,-6,39829.0,2020-05-31,C
4996,Diana Smith,48,28007.77,2021-07-28,A
586,O'Connor,33,43926.13,2023-12-30,A
2955,Diana None,27,24341.06,2020-08-16,A
4454,Alice Van Der Waal,31,76332.23,2020-11-26,B
2548,Bob Johnson,35,42880.96,2022-03-08,C
3668,Alice Johnson,19,49209.86,2025-11-02,B
9650,Alice Van Der Waal,44,58772.7,2023-06-27,A
8047,Alice Lee,32,40090.88,2020-04-27,B
6661,Smith,42,33272.88,2022-09-26,B
3647,Bob Smith,38,66897.25,2020-09-15,A
7398,Bob,41,134590.725,2025-11-02,A
2634,Unknown,10,94378.49,2020-11-24,B
5122,Diana,24,113542.79,2023-05-18,B
4829,Grace Van Der Waal,41,31281.48,2020-06-29,A
4568,None Van Der Waal,19,54408.11,2021-01-23,B
6042,Alice Smith,39,54230.46,2022-01-20,B
5767,Grace,18,122297.55,2021-03-24,A
8826,Unknown,35,94694.7,2025-11-02,B
6209,Charlie O'Connor,54,55156.59,2022-09-27,A
5756,Unknown,44,19068.99,2025-11-02,C
144,Grace,12,33543.43,2024-01-03,C
147,O'Connor,45,58793.045,2021-08-27,B
109,Alice,56,51002.52,2023-12-01,C
7577,Bob,35,56664.03,2022-11-30,B
2858,None Smith,40,81374.4,2022-09-14,B
7013,None Johnson,18,105440.69,2021-01-03,A
2655,Unknown,-6,40562.01,2020-11-15,B
1442,Grace Lee,35,80485.08,2020-07-02,A
9594,Alice,32,134017.44,2023-03-17,A
2168,Van Der Waal,47,122269.98,2023-01-02,A
3359,Unknown,24,45917.02,2021-08-22,C
425,Grace Smith,39,69385.84,2022-01-18,C
2219,Bob Van Der Waal,5,87149.1,2020-04-11,C
8720,Unknown,23,60480.43,2023-04-11,B
3587,Eve,34,52860.07,2020-11-19,A
5747,Alice None,30,25204.31,2025-11-02,B
5925,Alice Van Der Waal,19,38849.94,2020-10-23,A
4996,Eve Smith,29,42291.28,2022-01-29,C
3472,Frank,38,31866.54,2020-12-11,C
9520,Charlie Lee,33,63243.6,2020-11-30,A
9509,Charlie Johnson,35,92344.28,2020-10-15,C
3580,Charlie,43,48551.84,2023-06-06,B
7768,Unknown,30,19893.5,2023-12-22,C
9897,Unknown,51,56433.23,2023-12-03,B
6360,Eve,23,68664.89,2025-11-02,A
5406,Charlie,58,66382.16,2022-02-02,B
8066,Bob,48,41748.88,2021-03-08,A
2410,Bob Johnson,30,32777.67,2021-01-10,C
2320,Eve,35,93264.97,2021-01-02,A
7470,Alice Lee,35,71386.51,2022-09-17,B
8106,Eve,42,42590.38,2020-08-02,A
3298,Alice,48,28265.8,2023-01-04,C
9079,Grace O'Connor,18,66923.36,2022-02-09,B
9140,Smith,-6,38224.32,2021-02-05,C
6874,Bob Johnson,9,72500.31,2025-11-02,A
1084,Diana Van Der Waal,32,64790.76,2025-11-02,C
9658,Alice,52,134590.725,2023-07-26,A
7739,Eve Johnson,17,58793.045,2022-10-24,B
287,None Lee,15,134590.725,2020-12-12,C
2426,Alice Van Der Waal,37,62377.28,2021-01-28,B
7220,Grace,51,42896.12,2021-05-04,A
2009,Diana Van Der Waal,38,58793.045,2023-06-04,A
5962,Grace Lee,12,38618.45,2022-10-10,B
6451,Unknown,14,74201.52,2021-05-13,B
716,Bob,36,63868.39,2023-03-19,B
3005,Alice Lee,20,23877.22,2023-08-01,B
8993,Bob,36,99716.05,2024-02-05,A
6205,Unknown,37,125298.39,2023-02-20,B
3549,Diana,29,23756.36,2020-02-29,C
1663,Charlie,56,99311.07,2025-11-02,C
833,Unknown,42,134590.725,2022-11-02,B
9293,Alice Smith,-6,58793.045,2022-01-20,C
3878,Diana Van Der Waal,46,47399.61,2020-08-30,C
592,Diana,33,39152.79,2021-10-22,B
2975,Bob Lee,32,97435.74,2023-09-05,A
5198,Bob None,31,48662.1,2021-10-01,C
6176,Bob Smith,43,47701.53,2025-11-02,B
2838,Diana Johnson,27,73912.19,2022-09-28,A
9747,Bob Smith,35,130588.92,2023-11-16,C
5825,Frank Smith,26,58056.82,2023-07-12,B
4171,Diana,37,47317.39,2023-09-12,B
4859,Bob,32,51938.91,2022-07-20,C
6602,Alice,35,83205.79,2021-09-24,A
4693,None Johnson,61,30770.4,2021-07-04,B
3983,Bob O'Connor,29,59384.04,2023-07-14,A
5873,Alice Johnson,31,37463.86,2023-08-14,C
9846,None Johnson,27,32810.41,2021-10-14,C
5066,Alice,35,22644.24,2025-11-02,A
2178,Alice Johnson,33,46281.82,2022-03-07,A
5716,Eve Smith,21,58793.045,2020-11-23,C
632,Unknown,29,22210.26,2025-11-02,C
5537,Alice Van Der Waal,42,78539.68,2021-10-24,B
7051,Bob,47,43285.91,2023-11-26,C
7736,Alice,35,35182.45,2020-03-02,B
8046,Alice None,35,71106.77,2021-02-01,A
3899,Eve Johnson,30,115298.94,2025-11-02,B
4577,Diana,28,126626.44,2021-03-25,A
7987,Bob,23,68999.16,2021-10-29,B
4105,Bob,16,58793.045,2025-11-02,B
7157,O'Connor,26,72822.24,2022-10-31,B
8140,Grace,45,-30.04,2021-09-14,B
9716,Eve Smith,29,51723.11,2021-03-30,A
977,Bob,30,105605.81,2023-06-20,A
811,Alice,30,44525.34,2022-03-07,B
6523,Unknown,49,39524.88,2021-10-20,B
5030,Frank Smith,23,134590.725,2020-10-02,A
820,Eve,38,59953.75,2022-04-23,B
1270,Bob,34,66988.97,2021-03-14,A
7144,Smith,35,78705.95,2025-11-02,C
7951,Unknown,37,38318.02,2021-10-26,B
5370,Unknown,35,48091.63,2020-06-12,A
6660,Bob,44,43433.08,2025-11-02,C
8124,Diana Van Der Waal,34,70692.09,2022-10-12,A
6332,Van Der Waal,55,71920.57,2025-11-02,A
1437,Eve O'Connor,35,44344.51,2022-09-16,B
1982,None Smith,14,134590.725,2022-05-21,A
3144,Alice Smith,42,59060.09,2024-01-02,C
3608,Alice Smith,35,63031.56,2021-10-01,B
8936,Grace O'Connor,35,117212.79,2022-10-30,B
2718,Grace O'Connor,31,38659.04,2020-12-21,B
3961,Bob Smith,9,46145.93,2023-02-28,C
9343,Alice,11,69061.47,2023-05-23,A
7370,Johnson,54,28628.93,2021-05-27,C
2985,Alice O'Connor,27,53171.27,2020-04-11,C
4438,Diana None,46,134590.725,2025-11-02,B
3810,Bob O'Connor,15,134590.725,2020-05-01,B
3964,Smith,22,93770.74,2021-12-07,A
6224,Smith,43,108161.01,2021-08-04,A
8181,O'Connor,33,76625.9,2025-11-02,A
8530,Eve Lee,41,58793.045,2023-07-02,C
7765,Unknown,34,134590.725,2020-02-28,A
8427,O'Connor,32,58793.045,2023-01-21,B
2279,Diana Van Der Waal,26,97171.32,2021-05-15,B
5754,Johnson,20,46416.28,2021-10-18,B
9369,Unknown,51,47835.0,2024-01-09,C
1911,Bob Van Der Waal,53,78380.5,2025-11-02,A
5242,Diana Lee,35,134590.725,2023-10-28,A
7133,Van Der Waal,21,122312.02,2020-10-11,B
3728,Bob,30,70925.15,2021-09-07,C
6741,Bob,39,61786.26,2021-03-27,B
5325,Frank O'Connor,32,88498.25,2020-11-29,A
6446,Alice Johnson,40,118489.76,2024-02-05,B
2493,Alice Van Der Waal,34,24827.85,2023-01-20,C
7032,Unknown,35,56190.05,2021-07-24,A
9610,Alice O'Connor,63,35375.79,2022-11-11,B
4386,Bob Van Der Waal,28,53672.71,2023-10-24,A
649,Grace,54,31921.9,2023-10-07,C
3318,Unknown,35,24269.26,2025-11-02,C
6103,Bob,41,30957.62,2022-03-09,B
1639,Grace O'Connor,11,45399.03,2023-06-18,C
2466,Bob,35,58793.045,2023-05-09,A
450,Alice,28,39856.87,2025-11-02,B
1415,Frank None,35,38837.74,2021-02-02,C
7077,Alice Van Der Waal,22,72973.98,2020-07-13,A
8356,Grace Van Der Waal,44,69105.84,2020-01-29,C
6910,Eve Smith,35,134590.725,2023-07-30,A
5807,Alice,49,95544.09,2020-08-03,C
6651,Bob Smith,30,35848.26,2025-11-02,A
6788,Diana,22,42818.11,2021-03-23,B
1992,Unknown,39,86963.19,2025-11-02,B
2950,Smith,56,38435.03,2022-02-09,A
1671,Diana Van Der Waal,35,50910.77,2021-08-06,B
7873,Alice O'Connor,40,25457.73,2022-09-15,C
4444,Eve,32,31153.7,2025-11-02,B
3469,Diana,28,112385.52,2025-11-02,C
7331,Unknown,42,65094.57,2022-07-30,C
3360,Unknown,33,43717.13,2020-07-06,B
5294,Charlie O'Connor,39,46898.9,2020-02-22,B
7860,Grace,41,134590.725,2024-01-29,C
3639,Alice Van Der Waal,39,43113.55,2021-10-27,A
8341,Charlie Johnson,41,75862.9,2021-03-21,B
2960,Johnson,24,92570.89,2020-07-31,B
376,Unknown,24,123313.52,2023-08-02,B
9114,Johnson,34,39123.11,2021-10-30,C
477,Bob O'Connor,-6,29740.9,2021-03-20,C
7007,Grace None,35,58793.045,2021-11-01,A
5591,Frank Johnson,37,86294.0,2021-05-29,B
195,Alice,45,134590.725,2024-01-05,A
4607,Unknown,49,87806.99,2021-05-04,B
8236,Alice Van Der Waal,51,43055.78,2021-10-04,B
4793,Bob,19,108435.72,2022-11-23,B
3912,Frank None,21,58793.045,2020-09-24,A
4059,Van Der Waal,31,39503.59,2023-09-25,B
143,Eve O'Connor,35,50730.59,2020-09-26,C
1917,Unknown,35,44776.48,2023-02-04,A
4779,Grace Van Der Waal,28,42152.6,2020-07-23,A
7332,Unknown,31,110291.13,2020-02-27,C
3400,Charlie None,40,46263.7,2021-06-05,A
8335,Alice,19,27074.7,2021-01-23,B
6258,Eve O'Connor,63,80252.66,2020-10-11,A
2162,Frank Smith,35,37148.68,2021-12-17,A
8617,Grace Lee,47,37752.32,2022-01-08,C
4016,Diana,28,85018.15,2022-12-06,B
8247,Alice Johnson,41,41659.56,2020-03-02,C
5441,Bob Van Der Waal,36,58793.045,2021-05-11,C
3627,Alice O'Connor,45,61150.17,2021-12-20,A
7066,Alice,32,51887.28,2025-11-02,B
5721,Unknown,53,48309.87,2025-11-02,A
6749,Frank Van Der Waal,17,18555.64,2023-09-13,A
4522,Bob None,46,54916.47,2022-01-30,A
2964,Alice,35,134151.81,2023-04-27,A
2868,Bob,22,82028.5,2021-03-31,B
1740,Frank O'Connor,58,49624.97,2020-03-19,B
5110,Unknown,57,75742.14,2020-03-27,B
215,Eve O'Connor,10,81934.92,2021-07-06,C
9215,Eve Smith,35,39299.6,2022-01-20,A
3183,Alice Smith,35,112261.63,2025-11-02,A
8895,Frank Van Der Waal,40,64960.67,2022-10-04,A
4214,Eve,53,51217.43,2021-10-13,A
4390,Charlie O'Connor,50,132616.73,2023-05-20,A
1948,Charlie Lee,38,21286.63,2025-11-02,A
1398,None Lee,62,58793.045,2025-11-02,A
5588,Diana,46,82520.43,2022-01-08,A
8878,Johnson,30,83871.57,2020-02-18,B
5737,Bob Lee,28,134590.725,2020-07-11,A
7700,Grace,49,19380.24,2023-04-05,B
6692,Bob Smith,25,91982.13,2020-05-30,B
3601,Grace,30,32122.93,2020-09-03,B
4851,Grace,-6,73824.79,2022-06-05,C
4148,None Smith,39,57959.02,2022-11-09,C
8497,Frank,32,91578.33,2023-03-19,A
151,Grace Johnson,19,53226.56,2025-11-02,B
9533,Charlie,48,58793.045,2022-09-19,C
9801,Frank,30,58793.045,2025-11-02,B
5516,Eve O'Connor,59,57484.92,2022-06-18,C
6889,None Smith,38,65932.88,2023-03-27,B
9445,Frank O'Connor,50,134590.725,2023-06-29,B
6321,Unknown,42,90805.43,2025-11-02,C
8965,Frank Lee,50,66315.57,2022-01-15,B
8612,Charlie Johnson,41,82446.36,2022-03-30,C
8351,Diana,37,103061.12,2020-02-23,B
2423,Unknown,48,72205.27,2020-05-25,B
7415,Grace Lee,-6,35860.02,2023-04-24,C
1885,Unknown,31,81976.47,2025-11-02,C
6314,Van Der Waal,35,59032.46,2021-04-25,A
8972,Frank O'Connor,34,50186.7,2023-11-18,A
4019,Charlie,41,40432.17,2020-08-09,C
9914,Bob Lee,35,79990.74,2021-09-04,B
6253,Alice,9,77342.62,2025-11-02,A
435,Eve None,32,37131.35,2020-10-20,B
1208,Bob,46,58793.045,2020-08-29,C
4385,Eve,25,134590.725,2020-01-27,A
8550,Bob O'Connor,35,92070.87,2022-10-04,B
8561,Diana,37,62527.5,2020-10-25,C
6675,None O'Connor,32,58793.045,2020-07-03,A
8301,Bob None,45,47388.43,2022-06-10,A
152,None None,43,54929.25,2020-10-31,B
355,Frank Johnson,40,60520.3,2025-11-02,C
8792,Eve,47,96969.46,2020-11-20,B
808,Charlie Smith,37,29535.16,2022-12-26,C
9518,Van Der Waal,15,35949.52,2020-12-20,A
5038,Eve Van Der Waal,30,32455.63,2021-03-11,B
7633,Smith,13,91725.78,2020-08-30,B
5700,Frank Lee,42,56928.03,2022-12-17,C
5912,Bob Smith,45,37866.09,2023-12-09,A
9454,Frank Van Der Waal,46,53596.53,2025-11-02,C
996,Grace None,40,43656.06,2022-04-17,A
7275,Frank,46,29223.62,2023-12-16,C
2465,Unknown,16,112440.05,2021-02-08,B
6277,Bob Johnson,33,55566.09,2022-10-01,C
6466,Unknown,18,113746.16,2025-11-02,C
6327,Grace Smith,30,29016.23,2020-01-10,B
4697,Grace None,54,77044.45,2021-02-10,B
4289,None Smith,48,58793.045,2023-06-12,B
7249,Diana,42,134590.725,2020-11-26,A
9142,Van Der Waal,32,25216.93,2025-11-02,C
1855,Bob None,23,134590.725,2025-11-02,A
209,Diana Johnson,37,59283.59,2022-01-03,C
2908,Bob,48,54645.85,2020-02-19,B
5072,Bob,39,80392.04,2022-06-10,A
1856,Frank Smith,15,37458.48,2020-04-21,B
1851,Bob,36,88659.11,2025-11-02,C
4034,Bob Van Der Waal,12,91965.56,2024-02-03,B
6723,Alice Lee,44,-30.04,2025-11-02,A
3813,Eve Van Der Waal,26,67848.06,2020-06-16,C
1809,Unknown,20,134590.725,2024-01-16,B
8085,Eve,44,82916.46,2025-11-02,C
442,Alice,41,40493.52,2020-03-04,B
5340,Diana,37,87139.58,2020-04-04,C
1419,Diana Van Der Waal,61,45753.93,2022-12-03,B
8014,None Lee,35,41532.2,2024-01-16,B
741,Alice None,27,77367.64,2021-05-22,A
870,Johnson,41,36145.94,2020-05-08,B
5880,Eve Lee,31,61279.29,2022-06-07,A
9808,Alice,50,58793.045,2025-11-02,A
8081,O'Connor,38,134590.725,2023-06-03,A
8569,Alice Lee,39,82385.7,2020-09-26,A
8823,Bob None,17,28710.43,2021-04-03,B
3766,Bob,35,31042.3,2020-05-12,A
3541,Alice Lee,34,134590.725,2023-09-15,B
2359,Unknown,22,43602.64,2022-11-25,C
643,Unknown,32,28050.66,2022-07-22,C
6684,Charlie O'Connor,40,36229.01,2022-09-02,A
3862,Bob,34,89059.97,2022-07-04,C
75,Charlie Van Der Waal,35,63349.35,2025-11-02,B
3310,Unknown,35,82757.28,2021-11-12,C
4437,Johnson,29,58894.16,2022-11-26,B
244,Diana O'Connor,35,34495.12,2023-11-03,B
6269,Grace,35,24498.7,2022-12-27,C
8668,Charlie Lee,30,39446.73,2023-08-19,B
3339,Eve None,29,63632.77,2025-11-02,C
3702,Alice Van Der Waal,35,33130.98,2022-01-07,B
1262,Unknown,46,97875.45,2025-11-02,B
9729,Bob,38,58793.045,2021-02-02,B
9272,Grace,52,26213.11,2023-09-24,C
4816,Charlie O'Connor,48,59893.96,2024-01-27,B
4642,Smith,52,87584.66,2021-05-17,C
8933,Grace None,51,126282.95,2023-10-22,B
6206,Charlie None,53,26744.96,2020-10-07,C
4558,Eve None,21,122008.37,2022-01-02,B
9607,None Johnson,42,65687.68,2020-09-01,C
4892,Smith,-6,43892.46,2020-07-31,B
4079,Charlie None,35,84154.22,2021-02-04,C
6920,Bob Smith,25,117911.84,2022-10-08,B
8980,Eve Smith,42,25860.34,2021-12-08,B
4142,Diana,35,48268.48,2022-12-13,B
1839,Charlie,57,45599.98,2022-08-24,B
4570,Unknown,18,81878.69,2023-10-20,A
2545,Eve,25,124245.5,2020-01-21,B
706,Frank Smith,13,62112.34,2020-10-29,C
3935,Charlie,36,58793.045,2020-06-25,B
3773,Van Der Waal,35,74808.02,2025-11-02,A
5935,Unknown,35,-30.04,2020-11-18,B
542,Eve Lee,36,20236.13,2020-03-23,C
4777,Alice,41,77537.25,2022-03-28,C
8676,Alice None,33,58793.045,2022-12-16,C
8503,Bob None,39,102421.12,2023-02-22,C
6192,Unknown,39,33590.64,2025-11-02,A
7974,Unknown,24,81111.42,2022-08-28,B
6275,Diana None,33,128847.36,2020-05-22,B
3055,Grace Van Der Waal,43,134590.725,2020-01-11,B
3914,Diana Smith,46,76074.33,2022-10-03,A
2724,Grace O'Connor,35,97922.39,2023-07-02,C
6349,None O'Connor,-6,36449.67,2023-02-06,B
2995,Alice,35,34142.57,2020-10-26,B
91,Frank,44,98092.47,2021-09-04,C
2829,Unknown,27,21634.78,2020-08-03,C
5143,Grace,27,64710.21,2025-11-02,B
4307,Diana O'Connor,33,122430.58,2024-01-19,A
9410,Diana,35,85501.84,2023-01-16,A
2816,Alice,39,85223.69,2021-11-25,B
6674,Charlie,47,58411.29,2023-05-09,C
2159,O'Connor,26,58793.045,2021-05-07,B
6131,Bob O'Connor,40,58793.045,2021-01-18,B
8978,Unknown,27,58793.045,2025-11-02,B
2875,Charlie Johnson,22,91411.67,2021-08-22,A
3262,Alice Van Der Waal,35,60713.59,2021-03-24,B
3892,O'Connor,22,44709.46,2022-08-07,C
8009,Bob O'Connor,19,102725.7,2021-04-03,B
1657,O'Connor,37,51357.1,2022-12-12,C
99,None O'Connor,38,62277.34,2021-11-05,B
4045,Eve Lee,43,81458.28,2022-09-30,C
5318,Diana Lee,-6,66485.11,2020-03-31,C
725,O'Connor,35,129961.99,2020-08-23,B
4528,Lee,28,30946.71,2023-02-10,C
4889,Diana,54,61924.32,2022-07-05,B
1167,Bob O'Connor,46,134590.725,2022-02-17,B
1326,Diana,44,93763.1,2023-12-03,B
5546,Alice Van Der Waal,-6,54256.49,2020-10-11,B
5848,Unknown,48,89269.07,2020-03-18,B
2433,Bob Smith,44,58461.93,2023-01-17,B
5327,Diana Johnson,37,124640.11,2022-02-04,B
2611,Grace,27,90275.96,2025-11-02,C
6473,Diana Van Der Waal,36,38821.97,2021-08-20,A
1330,Charlie Smith,54,67452.63,2023-04-28,B
3518,Lee,21,73814.67,2023-01-02,C
5828,Grace,25,75663.73,2023-02-14,B
8949,Bob Johnson,27,70219.04,2025-11-02,B
9723,Grace,30,79409.43,2020-06-28,A
7135,Frank Smith,35,73829.43,2022-10-06,C
9916,Diana None,46,41747.97,2020-02-02,B
1785,Lee,40,47655.94,2022-06-04,A
2554,Charlie Lee,35,52728.79,2023-11-21,C
1797,Charlie,38,62803.45,2023-11-11,B
7542,Unknown,42,52814.96,2023-09-17,A
5827,Unknown,14,103926.6,2022-11-24,C
4565,None None,47,37046.75,2021-12-04,C
8486,Alice,25,25151.82,2020-02-22,B
8815,Unknown,29,134590.725,2021-02-07,A
6229,Frank Smith,39,39785.13,2022-01-08,A
584,Unknown,34,103796.62,2025-11-02,B
8757,Frank Lee,-6,81169.5,2022-01-29,B
